lon,lat,radius
-1.929820753854, 51.658646436226, 5.0
-1.927780808353, 51.659184931145, 5.0
-1.928464407112, 51.659911889134, 5.0
-1.928225690085, 51.659339747249, 5.0
-1.929940112368, 51.658754135721, 5.0
